CategoryDelivery,BrandID,Brand,total_observations,anomalies_count,median_ots,mad_ots,max_ots,max_z_score
Детские одежда и обувь,220311,turkan,10,0,4843.6485,2494.6320000000005,20646.369,6.334690046467774
Аудиотехника,199218,awei,10,0,2516.5725,796.124,4071.825,1.9535304801764544
Уход за полостью рта,233741,новый жемчуг,11,0,3392.046,1414.8579999999997,10986.126,5.367379623962265
Уход за полостью рта,204715,faberlic,18,0,2304.0915,1272.8325,10110.929,6.133436646220143
Уход за полостью рта,204686,exxe,11,0,6636.666,4112.137000000001,17138.273,2.5538076674001857
Уход за полостью рта,199037,atomy,24,0,4847.825,2844.5185,21122.538,5.721429830742883
Уход за полостью рта,198543,aquafresh,15,0,3392.046,1497.984,10651.746,4.846313445270443
Уход за полостью рта,198259,amway,40,0,3290.0829999999996,1553.5,8635.784,3.441069198583843
Универсальные чистящие средства,390974,милфи,31,0,3871.796,1956.725,14404.698,5.382924018449195
Аудиотехника,204190,eltronic,16,0,5510.1525,3124.2159999999994,12079.276,2.10264703208741
Аудиотехника,203147,digma,14,0,3369.008,1563.7894999999999,15457.4,7.7301913077175675
Аудиотехника,203071,dexp,22,0,6280.2654999999995,3988.501,29975.112,5.9407899107960604
Аудиотехника,202122,commo,11,0,3699.741,2355.536,21354.198,7.49487887257932
Аудиотехника,201391,caseguru,13,0,5853.605,2566.3499999999995,26011.131,7.854550626375984
Аудиотехника,208675,jvc,21,0,3733.032,1303.3459999999995,9846.992,4.690972312801054
Аудиотехника,207943,infinix,21,0,3936.962,1812.1389999999997,8435.884,2.482658339122993
Аудиотехника,207286,hisense,11,0,3951.99,2337.2789999999995,20477.98,7.070610740095642
Одежда,317537,marks spencer,22,0,3420.6274999999996,1940.1664999999996,11901.612000000001,4.37126633203903
Подгузники,210767,lovular,32,0,3530.5789999999997,2780.99,16458.368,4.648628366157376
Подгузники,209178,kioshi,14,0,2971.1310000000003,1057.6805000000004,10576.958,7.191043987291056
Подгузники,199321,babygo,33,0,6235.212,3288.9900000000002,22640.994,4.9880911769266545
Подгузники,197802,aiwibi,23,0,4469.252,2053.16,18365.294,6.768124257242496
Освежители для воздуха,219103,synergetic,31,0,3224.181,1272.1480000000001,11581.542000000001,6.569487984102478
Освежители для воздуха,204715,faberlic,22,0,3417.4595,820.6019999999999,8780.391,6.535362453418345
Смарт-часы и браслеты,332460,tecno watch,26,0,2972.6130000000003,1509.0480000000002,9110.937,4.067679755713535
Смарт-часы и браслеты,213703,nothing,20,0,4577.2345000000005,2049.117,18831.714,6.956400976615781
Смарт-часы и браслеты,209424,kospet,26,0,5509.9185,2762.6299999999997,20772.795000000002,5.524763178565354
Смарт-часы и браслеты,206402,google pixel,22,0,6151.0185,3358.1905,29395.26,6.921656618348481
Подгузники,222164,yokosun,44,0,4283.4825,1733.6615,16482.25,7.036418297343513
Подгузники,219241,tanoshi,14,0,4546.982,3124.3025000000002,26107.56,6.900925246515022
Уход за полостью рта,215660,protefix,27,0,2916.491,1139.382,9770.83,6.015839288315946
Аудиотехника,200662,bose,42,0,3872.8975,2285.9435,20697.144,7.359869786807943
Аудиотехника,199606,baseus,35,0,3089.233,1590.1470000000002,13069.257,6.276164404926084
